ubigeo,departamento,provincia,distrito,grupo_etario,nPositivos,nFallecidos,nHabitantes,infectadosPCP,muertesPCP,tasa_fatalidad
20205,ÁNCASH,AIJA,SUCCHA,2,1.0,,193.0,5.181347150259067,,
20402,ÁNCASH,ASUNCIÓN,ACOCHACA,2,2.0,,785.0,2.5477707006369426,,
20402,ÁNCASH,ASUNCIÓN,ACOCHACA,3,1.0,,625.0,1.6,,
20501,ÁNCASH,BOLOGNESI,CHIQUIAN,2,2.0,,1169.0,1.7108639863130881,,
20505,ÁNCASH,BOLOGNESI,CAJACAY,3,1.0,,344.0,2.9069767441860463,,
20508,ÁNCASH,BOLOGNESI,HUALLANCA,2,6.0,,2567.0,2.337358784573432,,
20509,ÁNCASH,BOLOGNESI,HUASTA,2,3.0,,457.0,6.564551422319474,,
20509,ÁNCASH,BOLOGNESI,HUASTA,3,2.0,,284.0,7.042253521126761,,
20509,ÁNCASH,BOLOGNESI,HUASTA,5,1.0,,121.0,8.264462809917356,,
20601,ÁNCASH,CARHUAZ,CARHUAZ,2,11.0,,5807.0,1.894265541587739,,
20601,ÁNCASH,CARHUAZ,CARHUAZ,3,10.0,,2884.0,3.4674063800277395,,
20604,ÁNCASH,CARHUAZ,ANTA,2,1.0,,858.0,1.1655011655011656,,
20604,ÁNCASH,CARHUAZ,ANTA,3,1.0,,426.0,2.347417840375587,,
20606,ÁNCASH,CARHUAZ,MARCARA,2,1.0,,3967.0,0.25207965717166625,,
20609,ÁNCASH,CARHUAZ,SHILLA,3,1.0,,617.0,1.6207455429497568,,
20610,ÁNCASH,CARHUAZ,TINCO,2,3.0,,1291.0,2.3237800154918666,,
20610,ÁNCASH,CARHUAZ,TINCO,3,2.0,,666.0,3.003003003003003,,
20611,ÁNCASH,CARHUAZ,YUNGAR,2,2.0,,1147.0,1.7436791630340018,,
20611,ÁNCASH,CARHUAZ,YUNGAR,3,1.0,,569.0,1.757469244288225,,
20701,ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN LUIS,5,1.0,,834.0,1.199040767386091,,
20702,ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN NICOLÁS,2,1.0,,1043.0,0.9587727708533077,,
20702,ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN NICOLÁS,3,1.0,,515.0,1.941747572815534,,
20703,ÁNCASH,CARLOS FERMÍN FITZCARRALD,YAUYA,3,1.0,,838.0,1.1933174224343677,,
20801,ÁNCASH,CASMA,CASMA,1,8.0,,13008.0,0.6150061500615006,,
20801,ÁNCASH,CASMA,CASMA,2,13.0,,14144.0,0.9191176470588235,,
20802,ÁNCASH,CASMA,BUENA VISTA ALTA,2,4.0,,1916.0,2.08768267223382,,
20802,ÁNCASH,CASMA,BUENA VISTA ALTA,3,2.0,,888.0,2.2522522522522523,,
20803,ÁNCASH,CASMA,COMANDANTE NOEL,2,1.0,,848.0,1.1792452830188678,,
20804,ÁNCASH,CASMA,YAUTAN,2,5.0,,2983.0,1.6761649346295675,,
20804,ÁNCASH,CASMA,YAUTAN,3,10.0,,1594.0,6.273525721455458,,
20804,ÁNCASH,CASMA,YAUTAN,5,6.0,,353.0,16.9971671388102,,
20905,ÁNCASH,CORONGO,LA PAMPA,2,2.0,,340.0,5.88235294117647,,
21001,ÁNCASH,HUARI,HUARI,1,2.0,,3653.0,0.5474952094169175,,
21001,ÁNCASH,HUARI,HUARI,2,16.0,,3174.0,5.040957781978576,,
21001,ÁNCASH,HUARI,HUARI,3,6.0,,1725.0,3.4782608695652177,,
21001,ÁNCASH,HUARI,HUARI,5,1.0,,615.0,1.6260162601626016,,
21004,ÁNCASH,HUARI,CHAVIN DE HUANTAR,2,4.0,,2801.0,1.4280614066404855,,
21004,ÁNCASH,HUARI,CHAVIN DE HUANTAR,3,3.0,,1464.0,2.0491803278688527,,
21006,ÁNCASH,HUARI,HUACCHIS,2,1.0,,371.0,2.6954177897574128,,
21007,ÁNCASH,HUARI,HUACHIS,2,1.0,,1085.0,0.9216589861751152,,
21007,ÁNCASH,HUARI,HUACHIS,3,1.0,,611.0,1.6366612111292964,,
21007,ÁNCASH,HUARI,HUACHIS,4,3.0,,218.0,13.761467889908257,,
21008,ÁNCASH,HUARI,HUANTAR,3,2.0,,499.0,4.008016032064128,,
21009,ÁNCASH,HUARI,MASIN,3,2.0,,309.0,6.472491909385114,,
21010,ÁNCASH,HUARI,PAUCAS,5,2.0,,86.0,23.25581395348837,,
21014,ÁNCASH,HUARI,SAN MARCOS,2,22.0,,8264.0,2.6621490803484993,,
21014,ÁNCASH,HUARI,SAN MARCOS,3,11.0,,2985.0,3.6850921273031823,,
21014,ÁNCASH,HUARI,SAN MARCOS,4,2.0,,679.0,2.945508100147275,,
21014,ÁNCASH,HUARI,SAN MARCOS,5,1.0,,659.0,1.5174506828528074,,
21015,ÁNCASH,HUARI,SAN PEDRO DE CHANA,2,1.0,,822.0,1.2165450121654502,,
21015,ÁNCASH,HUARI,SAN PEDRO DE CHANA,3,1.0,,413.0,2.4213075060532687,,
21101,ÁNCASH,HUARMEY,HUARMEY,1,2.0,,8721.0,0.22933149868134386,,
21101,ÁNCASH,HUARMEY,HUARMEY,2,11.0,,9728.0,1.1307565789473684,,
21101,ÁNCASH,HUARMEY,HUARMEY,4,3.0,,1266.0,2.3696682464454977,,
21101,ÁNCASH,HUARMEY,HUARMEY,5,2.0,,888.0,2.2522522522522523,,
21103,ÁNCASH,HUARMEY,CULEBRAS,3,1.0,,582.0,1.7182130584192439,,
21201,ÁNCASH,HUAYLAS,CARAZ,1,1.0,,9585.0,0.10432968179447052,,
21201,ÁNCASH,HUAYLAS,CARAZ,2,8.0,,9477.0,0.8441489922971405,,
21201,ÁNCASH,HUAYLAS,CARAZ,3,7.0,,4665.0,1.5005359056806002,,
21203,ÁNCASH,HUAYLAS,HUATA,4,1.0,,104.0,9.615384615384617,,
21206,ÁNCASH,HUAYLAS,PAMPAROMAS,2,1.0,,2606.0,0.3837298541826554,,
21207,ÁNCASH,HUAYLAS,PUEBLO LIBRE,2,4.0,,2204.0,1.8148820326678765,,
21208,ÁNCASH,HUAYLAS,SANTA CRUZ,3,1.0,,765.0,1.3071895424836601,,
21208,ÁNCASH,HUAYLAS,SANTA CRUZ,5,1.0,,190.0,5.263157894736842,,
21209,ÁNCASH,HUAYLAS,SANTO TORIBIO,3,1.0,,245.0,4.081632653061225,,
21210,ÁNCASH,HUAYLAS,YURACMARCA,2,5.0,,676.0,7.396449704142012,,
21301,ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,1,1.0,,1159.0,0.8628127696289906,,
21301,ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,2,5.0,,969.0,5.159958720330238,,
21301,ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,3,1.0,,659.0,1.5174506828528074,,
21301,ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,5,1.0,,184.0,5.434782608695652,,
21302,ÁNCASH,MARISCAL LUZURIAGA,CASCA,2,4.0,,1144.0,3.4965034965034967,,
21302,ÁNCASH,MARISCAL LUZURIAGA,CASCA,3,1.0,,667.0,1.4992503748125936,,
21302,ÁNCASH,MARISCAL LUZURIAGA,CASCA,4,1.0,,277.0,3.6101083032490977,,
21304,ÁNCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,2,1.0,,580.0,1.7241379310344827,,
21306,ÁNCASH,MARISCAL LUZURIAGA,LLUMPA,2,1.0,,1877.0,0.5327650506126798,,
21307,ÁNCASH,MARISCAL LUZURIAGA,LUCMA,2,1.0,,891.0,1.122334455667789,,
21501,ÁNCASH,PALLASCA,CABANA,3,1.0,,511.0,1.9569471624266144,,
21503,ÁNCASH,PALLASCA,CONCHUCOS,1,1.0,,3642.0,0.2745744096650192,,
21503,ÁNCASH,PALLASCA,CONCHUCOS,2,1.0,,2261.0,0.4422821760283061,,
21505,ÁNCASH,PALLASCA,HUANDOVAL,2,1.0,,341.0,2.932551319648094,,
21509,ÁNCASH,PALLASCA,PAMPAS,3,1.0,,823.0,1.215066828675577,,
21511,ÁNCASH,PALLASCA,TAUCA,5,1.0,,178.0,5.617977528089887,,
21601,ÁNCASH,POMABAMBA,POMABAMBA,1,4.0,,6148.0,0.6506180871828238,,
21601,ÁNCASH,POMABAMBA,POMABAMBA,2,8.0,,4496.0,1.779359430604982,,
21601,ÁNCASH,POMABAMBA,POMABAMBA,3,2.0,,2668.0,0.7496251874062968,,
21602,ÁNCASH,POMABAMBA,HUAYLLAN,1,1.0,,1286.0,0.7776049766718507,,
21602,ÁNCASH,POMABAMBA,HUAYLLAN,2,1.0,,960.0,1.0416666666666667,,
21603,ÁNCASH,POMABAMBA,PAROBAMBA,1,8.0,,2734.0,2.926115581565472,,
21603,ÁNCASH,POMABAMBA,PAROBAMBA,2,20.0,,1683.0,11.883541295306001,,
21603,ÁNCASH,POMABAMBA,PAROBAMBA,3,10.0,,1262.0,7.9239302694136295,,
21603,ÁNCASH,POMABAMBA,PAROBAMBA,4,1.0,,414.0,2.4154589371980677,,
21604,ÁNCASH,POMABAMBA,QUINUABAMBA,1,2.0,,1086.0,1.8416206261510129,,
21604,ÁNCASH,POMABAMBA,QUINUABAMBA,2,3.0,,642.0,4.672897196261682,,
21701,ÁNCASH,RECUAY,RECUAY,1,1.0,,1591.0,0.6285355122564426,,
21701,ÁNCASH,RECUAY,RECUAY,2,6.0,,1458.0,4.11522633744856,,
21701,ÁNCASH,RECUAY,RECUAY,3,2.0,,871.0,2.2962112514351323,,
21701,ÁNCASH,RECUAY,RECUAY,4,1.0,,382.0,2.617801047120419,,
21701,ÁNCASH,RECUAY,RECUAY,5,1.0,,306.0,3.2679738562091503,,
21702,ÁNCASH,RECUAY,CATAC,3,2.0,,687.0,2.911208151382824,,
21705,ÁNCASH,RECUAY,LLACLLIN,3,1.0,,188.0,5.319148936170213,,
21710,ÁNCASH,RECUAY,TICAPAMPA,3,1.0,,492.0,2.032520325203252,,
21801,ÁNCASH,SANTA,CHIMBOTE,1,25.0,,66313.0,0.3769999849200006,,
21802,ÁNCASH,SANTA,CÁCERES DEL PERÚ,2,2.0,,1408.0,1.4204545454545454,,
21802,ÁNCASH,SANTA,CÁCERES DEL PERÚ,4,1.0,,378.0,2.6455026455026456,,
21803,ÁNCASH,SANTA,COISHCO,1,13.0,,5933.0,2.1911343333895164,,
21805,ÁNCASH,SANTA,MORO,1,1.0,,2960.0,0.33783783783783783,,
21805,ÁNCASH,SANTA,MORO,3,1.0,,1557.0,0.6422607578676942,,
21807,ÁNCASH,SANTA,SAMANCO,2,3.0,,1784.0,1.681614349775785,,
21807,ÁNCASH,SANTA,SAMANCO,3,2.0,,984.0,2.032520325203252,,
21807,ÁNCASH,SANTA,SAMANCO,4,1.0,,247.0,4.048582995951417,,
21808,ÁNCASH,SANTA,SANTA,1,7.0,,7490.0,0.9345794392523364,,
21808,ÁNCASH,SANTA,SANTA,2,71.0,,8276.0,8.579023682938617,,
21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,1,13.0,,57393.0,0.22650845921976548,,
21901,ÁNCASH,SIHUAS,SIHUAS,2,6.0,,1901.0,3.156233561283535,,
21901,ÁNCASH,SIHUAS,SIHUAS,3,1.0,,1075.0,0.930232558139535,,
21904,ÁNCASH,SIHUAS,CASHAPAMPA,5,1.0,,175.0,5.714285714285714,,
22001,ÁNCASH,YUNGAY,YUNGAY,2,10.0,,7930.0,1.2610340479192939,,
22001,ÁNCASH,YUNGAY,YUNGAY,3,6.0,,3822.0,1.5698587127158556,,
22003,ÁNCASH,YUNGAY,MANCOS,2,2.0,,2360.0,0.847457627118644,,
22003,ÁNCASH,YUNGAY,MANCOS,3,2.0,,1473.0,1.357773251866938,,
22005,ÁNCASH,YUNGAY,QUILLO,2,1.0,,4540.0,0.22026431718061676,,
22005,ÁNCASH,YUNGAY,QUILLO,3,2.0,,1841.0,1.0863661053775122,,
22006,ÁNCASH,YUNGAY,RANRAHIRCA,1,1.0,,1014.0,0.9861932938856016,,
22006,ÁNCASH,YUNGAY,RANRAHIRCA,2,5.0,,957.0,5.2246603970741905,,
22006,ÁNCASH,YUNGAY,RANRAHIRCA,3,1.0,,569.0,1.757469244288225,,
22006,ÁNCASH,YUNGAY,RANRAHIRCA,4,2.0,,188.0,10.638297872340425,,
30101,APURÍMAC,ABANCAY,ABANCAY,1,9.0,,25499.0,0.352955017843837,,
30101,APURÍMAC,ABANCAY,ABANCAY,2,45.0,,30592.0,1.4709728033472802,,
30101,APURÍMAC,ABANCAY,ABANCAY,3,38.0,,10699.0,3.5517338068978406,,
30101,APURÍMAC,ABANCAY,ABANCAY,4,2.0,,2456.0,0.8143322475570033,,
30101,APURÍMAC,ABANCAY,ABANCAY,5,1.0,,2013.0,0.49677098857426727,,
30104,APURÍMAC,ABANCAY,CURAHUASI,2,3.0,,5845.0,0.5132591958939264,,
30107,APURÍMAC,ABANCAY,PICHIRHUA,1,1.0,,875.0,1.142857142857143,,
30107,APURÍMAC,ABANCAY,PICHIRHUA,2,1.0,,761.0,1.314060446780552,,
30109,APURÍMAC,ABANCAY,TAMBURCO,2,1.0,,4708.0,0.21240441801189466,,
30109,APURÍMAC,ABANCAY,TAMBURCO,3,1.0,,1791.0,0.5583472920156337,,
30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,1,8.0,,16877.0,0.47401789417550516,,
30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,2,56.0,,17786.0,3.148543798493197,,
30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,3,18.0,,6534.0,2.7548209366391188,,
30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,4,4.0,,1366.0,2.9282576866764276,,
30202,APURÍMAC,ANDAHUAYLAS,ANDARAPA,3,1.0,,1198.0,0.8347245409015025,,
30203,APURÍMAC,ANDAHUAYLAS,CHIARA,2,1.0,,369.0,2.710027100271003,,
30204,APURÍMAC,ANDAHUAYLAS,HUANCARAMA,2,1.0,,1587.0,0.630119722747322,,
30207,APURÍMAC,ANDAHUAYLAS,KISHUARA,2,2.0,,2154.0,0.9285051067780873,,
30210,APURÍMAC,ANDAHUAYLAS,PAMPACHIRI,2,2.0,,628.0,3.1847133757961785,,
30210,APURÍMAC,ANDAHUAYLAS,PAMPACHIRI,5,1.0,,138.0,7.246376811594203,,
30212,APURÍMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,1,1.0,,1194.0,0.8375209380234506,,
30212,APURÍMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,3,1.0,,589.0,1.697792869269949,,
30213,APURÍMAC,ANDAHUAYLAS,SAN JERÓNIMO,1,3.0,,9077.0,0.3305056736807315,,
30213,APURÍMAC,ANDAHUAYLAS,SAN JERÓNIMO,2,5.0,,8154.0,0.613195977434388,,
30213,APURÍMAC,ANDAHUAYLAS,SAN JERÓNIMO,3,3.0,,3360.0,0.8928571428571428,,
30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,1,1.0,,3457.0,0.2892681515765114,,
30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,2,9.0,,2774.0,3.2444124008651762,,
30216,APURÍMAC,ANDAHUAYLAS,TALAVERA,1,1.0,,7308.0,0.13683634373289547,,
30216,APURÍMAC,ANDAHUAYLAS,TALAVERA,2,9.0,,6770.0,1.329394387001477,,
30216,APURÍMAC,ANDAHUAYLAS,TALAVERA,3,9.0,,3391.0,2.6540843409023887,,
30216,APURÍMAC,ANDAHUAYLAS,TALAVERA,5,1.0,,854.0,1.17096018735363,,
30218,APURÍMAC,ANDAHUAYLAS,TURPO,2,1.0,,1120.0,0.8928571428571428,,
30219,APURÍMAC,ANDAHUAYLAS,KAQUIABAMBA,3,2.0,,453.0,4.415011037527594,,
30220,APURÍMAC,ANDAHUAYLAS,JOSÉ MARÍA ARGUEDAS,2,2.0,,1512.0,1.3227513227513228,,
30301,APURÍMAC,ANTABAMBA,ANTABAMBA,2,1.0,,812.0,1.2315270935960592,,
30306,APURÍMAC,ANTABAMBA,PACHACONAS,1,1.0,,335.0,2.985074626865672,,
30401,APURÍMAC,AYMARAES,CHALHUANCA,3,1.0,,933.0,1.0718113612004287,,
30406,APURÍMAC,AYMARAES,COTARUSE,4,1.0,,172.0,5.813953488372093,,
30501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,2,2.0,,3698.0,0.5408328826392645,,
30502,APURÍMAC,COTABAMBAS,COTABAMBAS,2,1.0,,1272.0,0.7861635220125787,,
30503,APURÍMAC,COTABAMBAS,COYLLURQUI,2,1.0,,2161.0,0.46274872744099954,,
30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,3,1.0,,2000.0,0.5,,
30601,APURÍMAC,CHINCHEROS,CHINCHEROS,3,1.0,,968.0,1.0330578512396695,,
30602,APURÍMAC,CHINCHEROS,ANCO_HUALLO,2,2.0,,3536.0,0.5656108597285069,,
30604,APURÍMAC,CHINCHEROS,HUACCANA,2,1.0,,2049.0,0.4880429477794046,,
30604,APURÍMAC,CHINCHEROS,HUACCANA,5,1.0,,476.0,2.100840336134454,,
30605,APURÍMAC,CHINCHEROS,OCOBAMBA,2,1.0,,2124.0,0.4708097928436911,,
30605,APURÍMAC,CHINCHEROS,OCOBAMBA,3,1.0,,1384.0,0.722543352601156,,
30607,APURÍMAC,CHINCHEROS,URANMARCA,2,1.0,,838.0,1.1933174224343677,,
30701,APURÍMAC,GRAU,CHUQUIBAMBILLA,2,1.0,,1613.0,0.6199628022318661,,
30702,APURÍMAC,GRAU,CURPAHUASI,1,1.0,,738.0,1.3550135501355014,,
30702,APURÍMAC,GRAU,CURPAHUASI,2,1.0,,592.0,1.6891891891891893,,
40101,AREQUIPA,AREQUIPA,AREQUIPA,1,6.0,,13170.0,0.4555808656036447,,
40101,AREQUIPA,AREQUIPA,AREQUIPA,2,208.0,,21537.0,9.657798207735526,,
40101,AREQUIPA,AREQUIPA,AREQUIPA,4,7.0,,4825.0,1.450777202072539,,
40101,AREQUIPA,AREQUIPA,AREQUIPA,5,2.0,,4465.0,0.4479283314669653,,
40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,1,2.0,,27051.0,0.07393442016930983,,
40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,2,72.0,,36522.0,1.971414489896501,,
40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,3,35.0,,17626.0,1.9857029388403493,,
40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,5,7.0,,2920.0,2.397260273972603,,
40103,AREQUIPA,AREQUIPA,CAYMA,1,3.0,,31880.0,0.09410288582183188,,
40103,AREQUIPA,AREQUIPA,CAYMA,2,128.0,,41525.0,3.082480433473811,,
40103,AREQUIPA,AREQUIPA,CAYMA,4,5.0,,4580.0,1.0917030567685588,,
40104,AREQUIPA,AREQUIPA,CERRO COLORADO,1,8.0,,72324.0,0.11061335103146949,,
40104,AREQUIPA,AREQUIPA,CERRO COLORADO,2,245.0,,88242.0,2.776455656036808,,
40104,AREQUIPA,AREQUIPA,CERRO COLORADO,3,127.0,,34148.0,3.719105072039358,,
40104,AREQUIPA,AREQUIPA,CERRO COLORADO,4,10.0,,7376.0,1.3557483731019522,,
40104,AREQUIPA,AREQUIPA,CERRO COLORADO,5,3.0,,5024.0,0.5971337579617834,,
40105,AREQUIPA,AREQUIPA,CHARACATO,2,7.0,,5690.0,1.2302284710017575,,
40105,AREQUIPA,AREQUIPA,CHARACATO,3,5.0,,2482.0,2.01450443190975,,
40105,AREQUIPA,AREQUIPA,CHARACATO,4,1.0,,628.0,1.5923566878980893,,
40105,AREQUIPA,AREQUIPA,CHARACATO,5,1.0,,400.0,2.5,,
40106,AREQUIPA,AREQUIPA,CHIGUATA,2,3.0,,1123.0,2.6714158504007126,,
40106,AREQUIPA,AREQUIPA,CHIGUATA,3,1.0,,671.0,1.4903129657228018,,
40106,AREQUIPA,AREQUIPA,CHIGUATA,4,1.0,,224.0,4.464285714285714,,
40106,AREQUIPA,AREQUIPA,CHIGUATA,5,1.0,,161.0,6.211180124223602,,
40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,2,56.0,,21362.0,2.6214773897575134,,
40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,3,28.0,,10227.0,2.737850787132101,,
40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,4,4.0,,2603.0,1.536688436419516,,
40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,5,3.0,,1838.0,1.632208922742111,,
40108,AREQUIPA,AREQUIPA,LA JOYA,2,9.0,,14861.0,0.6056120045757352,,
40108,AREQUIPA,AREQUIPA,LA JOYA,3,3.0,,6439.0,0.46591085572293833,,
40108,AREQUIPA,AREQUIPA,LA JOYA,4,1.0,,1398.0,0.7153075822603719,,
40108,AREQUIPA,AREQUIPA,LA JOYA,5,1.0,,819.0,1.221001221001221,,
40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,1,1.0,,19749.0,0.05063547521393488,,
40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,2,62.0,,25840.0,2.3993808049535605,,
40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,3,29.0,,12724.0,2.2791574976422506,,
40110,AREQUIPA,AREQUIPA,MIRAFLORES,1,1.0,,19191.0,0.05210775884529206,,
40110,AREQUIPA,AREQUIPA,MIRAFLORES,2,72.0,,25558.0,2.8171218405196026,,
40110,AREQUIPA,AREQUIPA,MIRAFLORES,3,32.0,,12511.0,2.5577491807209656,,
40111,AREQUIPA,AREQUIPA,MOLLEBAYA,2,1.0,,2308.0,0.4332755632582322,,
40112,AREQUIPA,AREQUIPA,PAUCARPATA,1,4.0,,41883.0,0.0955041424921806,,
40112,AREQUIPA,AREQUIPA,PAUCARPATA,2,94.0,,55688.0,1.6879758655365609,,
40112,AREQUIPA,AREQUIPA,PAUCARPATA,4,18.0,,7032.0,2.5597269624573378,,
40114,AREQUIPA,AREQUIPA,POLOBAYA,2,1.0,,280.0,3.571428571428571,,
40116,AREQUIPA,AREQUIPA,SABANDIA,2,3.0,,1715.0,1.749271137026239,,
40116,AREQUIPA,AREQUIPA,SABANDIA,3,1.0,,851.0,1.1750881316098707,,
40117,AREQUIPA,AREQUIPA,SACHACA,1,2.0,,8303.0,0.24087679152113695,,
40117,AREQUIPA,AREQUIPA,SACHACA,2,21.0,,10273.0,2.0441935169862746,,
40117,AREQUIPA,AREQUIPA,SACHACA,3,21.0,,5000.0,4.2,,
40117,AREQUIPA,AREQUIPA,SACHACA,4,3.0,,1160.0,2.586206896551724,,
40117,AREQUIPA,AREQUIPA,SACHACA,5,1.0,,875.0,1.142857142857143,,
40122,AREQUIPA,AREQUIPA,SOCABAYA,2,86.0,,32856.0,2.6174823472120767,,
40122,AREQUIPA,AREQUIPA,SOCABAYA,3,33.0,,15746.0,2.0957703543757145,,
40122,AREQUIPA,AREQUIPA,SOCABAYA,4,6.0,,3689.0,1.626457034426674,,
40122,AREQUIPA,AREQUIPA,SOCABAYA,5,2.0,,2428.0,0.8237232289950577,,
40123,AREQUIPA,AREQUIPA,TIABAYA,2,19.0,,6796.0,2.7957622130665096,,
40123,AREQUIPA,AREQUIPA,TIABAYA,3,6.0,,3241.0,1.8512804689910523,,
40123,AREQUIPA,AREQUIPA,TIABAYA,4,1.0,,879.0,1.1376564277588168,,
40124,AREQUIPA,AREQUIPA,UCHUMAYO,2,9.0,,6194.0,1.4530190506942202,,
40124,AREQUIPA,AREQUIPA,UCHUMAYO,3,7.0,,2908.0,2.407152682255846,,
40125,AREQUIPA,AREQUIPA,VITOR,2,3.0,,1553.0,1.9317450096587252,,
40126,AREQUIPA,AREQUIPA,YANAHUARA,1,1.0,,6279.0,0.1592610288262462,,
40126,AREQUIPA,AREQUIPA,YANAHUARA,2,20.0,,9751.0,2.051071684955389,,
40126,AREQUIPA,AREQUIPA,YANAHUARA,3,13.0,,6561.0,1.9814052735863437,,
40126,AREQUIPA,AREQUIPA,YANAHUARA,4,3.0,,2092.0,1.434034416826004,,
40126,AREQUIPA,AREQUIPA,YANAHUARA,5,1.0,,1829.0,0.5467468562055768,,
40127,AREQUIPA,AREQUIPA,YARABAMBA,3,2.0,,360.0,5.555555555555555,,
40128,AREQUIPA,AREQUIPA,YURA,2,28.0,,15907.0,1.7602313446910165,,
40128,AREQUIPA,AREQUIPA,YURA,3,12.0,,5841.0,2.0544427324088343,,
40129,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y RIVERO,1,11.0,,22621.0,0.48627381636532424,,
40129,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y RIVERO,2,105.0,,33011.0,3.1807579291751233,,
40129,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y RIVERO,3,88.0,,18327.0,4.801658754842582,,
40129,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y RIVERO,4,5.0,,5815.0,0.8598452278589854,,
40129,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y RIVERO,5,7.0,,4477.0,1.5635470180924727,,
40201,AREQUIPA,CAMANÁ,CAMANÁ,2,5.0,,4669.0,1.0708931248661384,,
40201,AREQUIPA,CAMANÁ,CAMANÁ,3,2.0,,3385.0,0.5908419497784342,,
40201,AREQUIPA,CAMANÁ,CAMANÁ,4,1.0,,918.0,1.0893246187363836,,
40205,AREQUIPA,CAMANÁ,NICOLÁS DE PIEROLA,2,2.0,,2808.0,0.7122507122507122,,
40205,AREQUIPA,CAMANÁ,NICOLÁS DE PIEROLA,3,1.0,,1650.0,0.6060606060606061,,
40208,AREQUIPA,CAMANÁ,SAMUEL PASTOR,1,1.0,,5772.0,0.17325017325017325,,
40208,AREQUIPA,CAMANÁ,SAMUEL PASTOR,3,1.0,,3129.0,0.31959092361776925,,
40301,AREQUIPA,CARAVELÍ,CARAVELÍ,2,1.0,,1546.0,0.646830530401035,,
40301,AREQUIPA,CARAVELÍ,CARAVELÍ,3,7.0,,795.0,8.80503144654088,,
40302,AREQUIPA,CARAVELÍ,ACARÍ,2,3.0,,1804.0,1.6629711751662972,,
40302,AREQUIPA,CARAVELÍ,ACARÍ,3,3.0,,1127.0,2.6619343389529724,,
40303,AREQUIPA,CARAVELÍ,ATICO,1,3.0,,1859.0,1.6137708445400754,,
40303,AREQUIPA,CARAVELÍ,ATICO,2,17.0,,2368.0,7.179054054054054,,
40303,AREQUIPA,CARAVELÍ,ATICO,3,15.0,,1153.0,13.009540329575021,,
40303,AREQUIPA,CARAVELÍ,ATICO,5,1.0,,151.0,6.622516556291391,,
40304,AREQUIPA,CARAVELÍ,ATIQUIPA,2,1.0,,195.0,5.128205128205129,,
40308,AREQUIPA,CARAVELÍ,CHAPARRA,1,3.0,,1090.0,2.7522935779816518,,
40308,AREQUIPA,CARAVELÍ,CHAPARRA,2,4.0,,1951.0,2.0502306509482318,,
40310,AREQUIPA,CARAVELÍ,JAQUI,1,1.0,,554.0,1.8050541516245489,,
40311,AREQUIPA,CARAVELÍ,LOMAS,1,1.0,,478.0,2.092050209205021,,
40311,AREQUIPA,CARAVELÍ,LOMAS,2,6.0,,600.0,10.0,,
40311,AREQUIPA,CARAVELÍ,LOMAS,3,3.0,,332.0,9.036144578313253,,
40313,AREQUIPA,CARAVELÍ,YAUCA,5,1.0,,117.0,8.547008547008549,,
40401,AREQUIPA,CASTILLA,APLAO,2,1.0,,3091.0,0.32351989647363316,,
40409,AREQUIPA,CASTILLA,ORCOPAMPA,2,4.0,,3714.0,1.0770059235325795,,
40409,AREQUIPA,CASTILLA,ORCOPAMPA,4,1.0,,203.0,4.926108374384237,,
